id,img,label,text,description
1524,/kaggle/input/facebook-hateful-meme-dataset/data/img/01524.png,1,when you catch your goat with another man,"json
{
""caption_text"": ""When you catch your goat with another man"",
""description"": ""A man is holding a black gun in his right hand, with the barrel pointed towards the ground. He is wearing a black sweatshirt and blue jeans. The background is a plain white wall. The text in the image is a play on words, suggesting that the man has caught his goat (a slang term for a male friend) with another man.""
}"
83570,/kaggle/input/facebook-hateful-meme-dataset/data/img/83570.png,0,the loudest one in the room.. is the weakest one in the room,"json
{
""caption_text"": ""the loudest one in the room. is the weakest one in the room."",
""description"": ""A meme featuring a man in a tuxedo. The man is looking off to the side with a slight smile on his face. The background is a solid blue color. The text in the image is a play on words, suggesting that the man is confident in his appearance but may not be as confident in his abilities. The meme seems to be a humorous take on the idea of confidence and self-assurance.""
}"
41769,/kaggle/input/facebook-hateful-meme-dataset/data/img/41769.png,0,when you feel confident in yourself no matter the circumstances,"json
{
""caption_text"": ""When you feel confident in yourself no matter the circumstances"",
""description"": ""A woman in a white shirt and black leggings is stretching on a pink yoga mat. The background is a white wall with a mirror and a door. The text in the image conveys a motivational message about self-confidence.""
}"
3896,/kaggle/input/facebook-hateful-meme-dataset/data/img/03896.png,1,"let me salute to hitler the great he said ""i would have killed all the jews of the world, but i kept some to show the world why i killed them""","json
{
""caption_text"": ""let me salute to hitler the great. He said I would have killed all the jews of the world but I kept some to show the world why I killed them."",
""description"": ""This is a black and white meme featuring a portrait of Adolf Hitler. The portrait is set against a dark background. The meme contains a text that reads, 'let me salute to hitler the great. He said I would have killed all the jews of the world but I kept some to show the world why I killed them.' The text is in white and is located at the bottom of the portrait. The meme seems to be a humorous take on Hitler's alleged genocide of Jews during World War II, suggesting that he might have kept some Jews alive to show the world why he killed them.""
}"
35460,/kaggle/input/facebook-hateful-meme-dataset/data/img/35460.png,0,when someone tries to rape you but you rape him instead improvise. adapt. overcome,"json
{
""caption_text"": ""When someone tries to rape you but you rape him instead. Improvise. Adapt. Overcome."",
""description"": ""A man is seen speaking into a microphone. The background is blurred, suggesting a focus on the man and his actions. The man is dressed in a black jacket and gloves, and he is holding a microphone in his right hand. The text in the image is a motivational quote that reads, 'When someone tries to rape you but you rape him instead. Improvise. Adapt. Overcome.' This quote is often associated with the character Nathan Drake from the Uncharted video game series, who is known for his resourcefulness and resilience in the face of danger.""
}"
7463,/kaggle/input/facebook-hateful-meme-dataset/data/img/07463.png,0,meanwhile at the isis strip club,"json
{
""caption_text"": ""Two men wearing white hats and beards are making faces at the camera. They are in front of a group of sheep. The sheep are standing in a line and appear to be looking at the camera. The men are making faces and appear to be laughing. The sheep are standing in a line and appear to be looking at the camera. The men are making faces and appear to be laughing."",
""description"": ""Two men wearing white hats and beards are making faces at the camera. They are in front of a group of sheep. The sheep are standing in a line and appear to be looking at the camera. The men are making faces and appear to be laughing. The sheep are standing in a line and appear to be looking at the camera. The men are making faces and appear to be laughing.""
}"
45120,/kaggle/input/facebook-hateful-meme-dataset/data/img/45120.png,0,don't do crime or you'll be in prison like me,"json
{
""caption_text"": ""don't do crime or you'll be in prison like me"",
""description"": ""A man in an orange shirt with his hands clasped in front of him. The background features a fence with barbed wire. The text in the image is a humorous warning about the consequences of committing a crime.""
}"
27153,/kaggle/input/facebook-hateful-meme-dataset/data/img/27153.png,1,men's shaving map transbender shaving map,"json
{
""caption_text"": ""men's shaving map"",
""description"": ""A meme featuring two people, a man and a woman, with the man shaving his face. The text 'men's shaving map' is overlaid on the image. The woman is holding a razor, and the man is covered in shaving cream. The meme seems to be a playful representation of a shaving routine.""
}"
52018,/kaggle/input/facebook-hateful-meme-dataset/data/img/52018.png,1,"if being a racist means i don't want my country filled with radicalized 'refugees' from terrorist countries, attacking people in the street because of their religion, yelling <<death to infidels>>, stabbing dozens of bystanders with a butcher knife then i'm a racist","json
{
""caption_text"": ""if being a racist means i don't want to be around refugees from other countries, attacking people in the streets, - death to all bystanders with a butcher knife then i'm a racist"",
""description"": ""A black and white meme featuring a man's face with a quote about being a racist. The quote suggests that the man does not want to be around refugees from other countries, attacking people in the streets, and causing death to bystanders with a butcher knife. The meme seems to be a commentary on racism and its consequences.""
}"
67309,/kaggle/input/facebook-hateful-meme-dataset/data/img/67309.png,1,deport illegal immigrants? let's start with white people,"json
{
""caption_text"": ""deport illegal immigrants? let's start with white people"",
""description"": ""A black and white meme featuring a Native American man in traditional clothing. The man is wearing a headdress and is looking directly at the camera. The meme contains a text overlay that reads 'deport illegal immigrants? let's start with white people'. The text is in all capital letters and is in a bold font. The meme seems to be making a statement about immigration policy, suggesting that the focus should be on deporting white people instead of illegal immigrants.""
}"
48270,/kaggle/input/facebook-hateful-meme-dataset/data/img/48270.png,0,when you see your ex having a seizure in public shake it like a salt shaker bitch,"json
{
""caption_text"": ""When you see your ex having seizures in a public shaker it like a salt shaker butch"",
""description"": ""A meme featuring a dog in a public shaker, with a caption that humorously compares the dog's seizures to a salt shaker.""
}"
18943,/kaggle/input/facebook-hateful-meme-dataset/data/img/18943.png,0,jack nicholson is a savage at lakers games when he sceams at the players,"json
{
""caption_text"": ""jack nicholson is a savage at laker games"",
""description"": ""A meme of Jack Nicholson with a beard and sunglasses, smiling. The text above him reads 'jack nicholson is a savage at laker games' and below him reads 'when he screams at the players'.""
}"
53812,/kaggle/input/facebook-hateful-meme-dataset/data/img/53812.png,1,"there's only one way you 'negotiate'with islam. you kill it with extreme prejudice.""","json
{
""caption_text"": ""There's only one way you can negotiate with Islam. You kill it with extreme prejudice."",
""description"": ""A man is holding a gun and pointing it at the camera. The image is overlaid with a quote that suggests a violent solution to negotiating with Islam. The quote is presented in white text against a black background.""
}"
46730,/kaggle/input/facebook-hateful-meme-dataset/data/img/46730.png,1,obama voters,"json
{
""caption_text"": ""obama voters"",
""description"": ""A meme featuring a group of monkeys, with one monkey holding its arms up in the air and the text 'obama voters' above them. The monkeys are sitting and standing on a grassy area, with a brick wall in the background.""
}"
42309,/kaggle/input/facebook-hateful-meme-dataset/data/img/42309.png,1,"we're new, bold, and we hate you! we hate whites, jews, christians, conservatives, republicans, & patriots","json
{
""caption_text"": ""we're new, bold, and we hate you!"",
""description"": ""A meme featuring four women standing behind a podium with a sign that reads 'we hate whites, jews, christians, conservatives, republicans, & patriots.' The women are smiling and appear to be in a political setting. The meme seems to be making a statement about political views and the women's apparent dislike for certain groups.""
}"
8621,/kaggle/input/facebook-hateful-meme-dataset/data/img/08621.png,0,"thats fucked up, but i like it","json
{
""caption_text"": ""thats fucked up, but i like it"",
""description"": ""A meme featuring a man in a tuxedo with a microphone in front of him. The man is looking down and to the left. The background is a blue gradient with a gold pattern. The text in the image reads 'thats fucked up, but i like it'.""
}"
82719,/kaggle/input/facebook-hateful-meme-dataset/data/img/82719.png,1,intense game of twister auschwitz 1942,"json
{
""caption_text"": ""intense game of twister auschwitz 1942"",
""description"": ""This is a black and white photograph capturing a moment from the Auschwitz concentration camp in 1942. The image features a group of people, all dressed in striped clothing, engaged in a game of twister. They are standing on a cart, their bodies twisted in various positions, creating a sense of chaos and disorder. The photograph is taken from a low angle, emphasizing the height of the people and the cart. The background is a wooden fence, adding to the stark and somber mood of the image. The text 'intense game of twister auschwitz 1942' is overlaid on the image, providing a caption that further contextualizes the scene.""
}"
10358,/kaggle/input/facebook-hateful-meme-dataset/data/img/10358.png,1,why arent there any pharmacies in africa? because you cant take medicine on an empty stomach,"json
{
""caption_text"": ""why aren't there any pharmacies in africa? because you can't take medicine on an empty stomach"",
""description"": ""Two young boys are shown with serious expressions, posing for a photo. The background is blurred, but it appears to be a pile of rubble. The image is overlaid with a text that reads, 'why aren't there any pharmacies in africa? because you can't take medicine on an empty stomach'. The text suggests a commentary on the lack of access to medicines in Africa, possibly due to the need for food before taking medication.""
}"
13849,/kaggle/input/facebook-hateful-meme-dataset/data/img/13849.png,1,damnit ! i said glass of juice not gas the jews,"json
{
""caption_text"": ""dammit! i said glass of juice not gas the jews"",
""description"": ""A black and white meme featuring a man in a suit. The man is holding a glass of juice and appears to be in a state of frustration. The meme contains text that reads 'dammit! i said glass of juice not gas the jews', suggesting a misunderstanding or miscommunication.""
}"
13764,/kaggle/input/facebook-hateful-meme-dataset/data/img/13764.png,1,removes polish with chemicals everybody loses his shit removes polish with chemicals nobody bats an eye,"json
{
""caption_text"": ""Adolf Hitler with mustache and eyebrow, and a woman with black lipstick and red nail polish. The woman is holding her face with her hand. The text says 'Everybody loses his shit removes polish with chemicals. Nobody bats an eye.'"",
""description"": ""This is a black and white meme featuring two photos of a man and a woman. The man is a portrait of Adolf Hitler, with a mustache and eyebrow. The woman is a close-up of a woman with black lipstick and red nail polish. The text is a humorous statement about the reactions to certain situations.""
}"
18407,/kaggle/input/facebook-hateful-meme-dataset/data/img/18407.png,0,wing wing wing herro? thats racist!,"json
{
""caption_text"": ""A person dressed as a chicken holding a sign that says 'Dave Chappelle's Closet' and talking on a cell phone. The person is also wearing a costume that says 'that's racist!'."",
""description"": ""A person dressed in a chicken costume is holding a sign that reads 'Dave Chappelle's Closet' and talking on a cell phone. The person is also wearing a costume that says 'that's racist!'. The meme seems to be making a statement about racism, possibly in relation to Dave Chappelle's controversial comedy.""
}"
9547,/kaggle/input/facebook-hateful-meme-dataset/data/img/09547.png,0,if being a racist means i don't want my country turned into a pile of rocks & and goatshit ruled by a barbaric cult then i'm a racist,"json
{
""caption_text"": ""If being a racist means I don't want my country turned into a pile of rocks and goats shit ruled by a barbaric cult then I'm a racist"",
""description"": ""A man wearing a red hat and a beard is sitting behind a blue sign that says 'Keep America Great Then I'm a racist'.""
}"
57348,/kaggle/input/facebook-hateful-meme-dataset/data/img/57348.png,1,see? i fuckin told you a little foil on top keeps them jewsy medium rare is best,"json
{
""caption_text"": ""i fuckin told you a little foil on top keeps them jewy medium rare is best"",
""description"": ""A man in a kitchen with a table and two ovens. The ovens are made of brick and have a metal door. The man is standing in front of the oven on the left. The text in the image is a caption that reads 'i fuckin told you a little foil on top keeps them jewy medium rare is best'.""
}"
34925,/kaggle/input/facebook-hateful-meme-dataset/data/img/34925.png,0,"knock, knock. who's there not this bitch ( obviously )","json
{
""caption_text"": ""knock, knock. who's there? not this bitch (obviously)"",
""description"": ""A black and white meme featuring a person with their hands reaching out towards a cloudy background. The text above and below the person reads 'knock, knock. who's there? not this bitch (obviously)'. The meme seems to be a playful and lighthearted way of expressing a sense of humor.""
}"
13289,/kaggle/input/facebook-hateful-meme-dataset/data/img/13289.png,0,i came to fuck bitches and learn rocket science,"json
{
""caption_text"": ""I came to fuck bitches and learn rocket science"",
""description"": ""A man in a pink suit and red bow tie is standing against a beige background. He is wearing glasses and has a beard. The text on the image reads 'I came to fuck bitches and learn rocket science'.""
}"
49387,/kaggle/input/facebook-hateful-meme-dataset/data/img/49387.png,0,this one time at camp we got so baked,"json
{
""caption_text"": ""this one time at camp we got so baked"",
""description"": ""Two elderly women are sitting next to each other, laughing and smiling. They are in front of a window. The woman on the left is wearing a blue shirt and the woman on the right is wearing a red shirt. The image is a meme with a caption that reads 'this one time at camp we got so baked'.""
}"
62198,/kaggle/input/facebook-hateful-meme-dataset/data/img/62198.png,1,master chef with low rating master chef with high rating,"json
{
""caption_text"": ""master chef with low ratings"",
""description"": ""A black and white photograph of a man with a mustache, wearing a collared shirt. The man appears to be a chef, as indicated by the text in the image. The text reads 'master chef with low ratings' and 'master chef with high ratings', suggesting a contrast between the man's perceived status as a chef and his actual ratings. The image seems to be a humorous commentary on the subject of chef ratings.""
}"
25168,/kaggle/input/facebook-hateful-meme-dataset/data/img/25168.png,0,im wilford brimley and i have diabetes,"json
{
""caption_text"": ""im wilford brimley and i have diabetes"",
""description"": ""A close up of a pug dog with a text overlay that reads 'im wilford brimley and i have diabetes'.""
}"
67183,/kaggle/input/facebook-hateful-meme-dataset/data/img/67183.png,1,"jesus take the wheel. carlos, you take the stereo. and i'll take lookout","json
{
""caption_text"": ""jesus take the wheel. carlos, you take the stereo, and i'll take lookout"",
""description"": ""Two men are posing for a photo, one of them is wearing a black shirt with yellow text and sunglasses. The other man is wearing a white shirt. The text in the image is a reference to the song 'Jesus Take the Wheel' by Dolly Parton.""
}"
43082,/kaggle/input/facebook-hateful-meme-dataset/data/img/43082.png,1,"this is why today in order to ""handle a strong black woman"" .... you need a leash for that bitch feminist black feminist","json
{
""caption_text"": ""this is why today in order to 'handle a strong black woman' you need a leash for that bitch... feminist black feminist"",
""description"": ""A woman is holding a black dog in her arms. The text in the image is a statement about the need for a leash when dealing with a strong black woman. The text is in white and is located in the top left corner of the image. The woman is wearing a brown sweater and is smiling. The dog is black and is looking at the camera. The background of the image is a forest with trees and foliage.""
}"
75984,/kaggle/input/facebook-hateful-meme-dataset/data/img/75984.png,1,perks of being my friend? you'll be the normal one,"json
{
""caption_text"": ""perks of being my friend? you'll be the normal one"",
""description"": ""A meme featuring the Joker from the movie The Dark Knight. The Joker is shown with his signature white face paint and black hair. The background is dark and blurred, with a hint of a cityscape visible. The Joker's face is in sharp focus, drawing attention to his expression. The text in the image is a play on words, suggesting that being friends with the Joker might involve being considered 'normal' in comparison to his chaotic and unpredictable behavior. The meme seems to be a humorous take on the Joker's character, using his iconic status to create a lighthearted joke.""
}"
57346,/kaggle/input/facebook-hateful-meme-dataset/data/img/57346.png,0,"whlle the keepers were distracted, harold, the oldest of all the apes, made his escape by posing as a wheelbarrow wheelbarrow pusher","json
{
""caption_text"": ""while the keepers were distracted, harold, the oldest of all the apes, made his escape by posing as a wheelbarrow wheel pushe"",
""description"": ""A meme featuring a group of gorillas in a grassy field. The caption humorously describes one of the gorillas, named Harold, as the oldest of all the apes, who made his escape by posing as a wheelbarrow wheel pushe. The gorillas are sitting on the grass, and the background is blurred, focusing the viewer's attention on the gorillas and the caption.""
}"
59408,/kaggle/input/facebook-hateful-meme-dataset/data/img/59408.png,1,and so it begins... pedophelia was always the end game of gay marriage; we christians tried to warn you,"json
{
""caption_text"": ""and so it begins... pedophelia was always the end game of gay marriage; we christians tried to warn you"",
""description"": ""This meme is a humorous take on the controversy surrounding gay marriage. It humorously suggests that the ultimate goal of gay marriage was pedophilia, and that Christians were trying to warn people about it. The meme features a man and a child sitting at a table, with the caption superimposed over the image. The text in the image is in white and is written in a bold, sans-serif font.""
}"
47531,/kaggle/input/facebook-hateful-meme-dataset/data/img/47531.png,0,yes i have changed i realized i was fucking up and changes had to be made,"json
{
""caption_text"": ""yes i have changed i realized i was turning up and changes had to be made"",
""description"": ""A man is walking down a busy street in a city. He is wearing a backpack and looking back over his shoulder. The street is filled with people and cars. The man appears to be deep in thought. The image is overlaid with a text that reads 'yes i have changed i realized i was turning up and changes had to be made'.""
}"
84265,/kaggle/input/facebook-hateful-meme-dataset/data/img/84265.png,1,we give your holy flag praise our lord and enslaver,"json
{
""caption_text"": ""We give your holy flag praise our lord and enslave"",
""description"": ""A group of people are standing in front of an American flag, with a text overlay that reads 'We give your holy flag praise our lord and enslave'.""
}"
63492,/kaggle/input/facebook-hateful-meme-dataset/data/img/63492.png,0,making america white again,"json
{
""caption_text"": ""Making America white again"",
""description"": ""A snowplow is clearing snow from a road, with a red flag in the background. The phrase 'Making America white again' is overlaid on the image, suggesting a political or social commentary.""
}"
87401,/kaggle/input/facebook-hateful-meme-dataset/data/img/87401.png,0,brett kavanaugh grabbed my penis,"json
{
""caption_text"": ""brett kavanaugh grabbed my penis"",
""description"": ""A man in a field holding a megaphone with the words 'brett kavanaugh grabbed my penis' written on it.""
}"
27416,/kaggle/input/facebook-hateful-meme-dataset/data/img/27416.png,1,bitches out there sucking unemployed dick swallowing insufficient funds,"json
{
""caption_text"": ""bitches out there sucking unemployed dick swallowing insufficient funds"",
""description"": ""A close up of a pair of lips with pink lipstick. The lips are slightly open, revealing the teeth. The text on the lips reads 'bitches out there sucking unemployed dick swallowing insufficient funds'. The text is in black and is written in all capital letters.""
}"
91367,/kaggle/input/facebook-hateful-meme-dataset/data/img/91367.png,1,"are all terrorists muslim? no, some are democrats","json
{
""caption_text"": ""are all terrorists muslim? no, some are democrats"",
""description"": ""Two men are sitting on a bench, one is wearing a gray shirt and the other is wearing a white shirt. The image is a meme with a caption that reads 'are all terrorists muslim? no, some are democrats'. The caption is a statement about the political affiliation of terrorists, suggesting that not all terrorists are Muslim and some are Democrats.""
}"
46182,/kaggle/input/facebook-hateful-meme-dataset/data/img/46182.png,0,oh shit!! now were in trouble!!,"json
{
""caption_text"": ""oh shit!! now were in trouble!!"",
""description"": ""A meme featuring a pig with wings and a speech bubble that reads 'oh shit!! now were in trouble!!'.""
}"
53481,/kaggle/input/facebook-hateful-meme-dataset/data/img/53481.png,1,minesweeper just got real... as fuck !!,"json
{
""caption_text"": ""minesweeper just got real... as fuck!!"",
""description"": ""A meme featuring a large crowd of people praying in front of a monument. A man in a yellow vest stands in the foreground, overseeing the scene. The text in the image reads 'minesweeper just got real... as fuck!!'.""
}"
24357,/kaggle/input/facebook-hateful-meme-dataset/data/img/24357.png,0,"his d*ck was so tiny"" ""i had to suck it like this","json
{
""caption_text"": ""his dck was so tiny 'had to suck it like this'"",
""description"": ""A woman with blue glasses and pink lips sticking out her tongue. The caption is a play on words about a man's tiny penis.""
}"
17086,/kaggle/input/facebook-hateful-meme-dataset/data/img/17086.png,0,oh you're triggered? must be hard being a special snowflake,"json
{
""caption_text"": ""oh you're triggered? must be hard being a special snowflake"",
""description"": ""A man is sitting at a table, smiling and writing on a piece of paper with a pen. The text on the paper reads 'oh you're triggered? must be hard being a special snowflake'. The man is wearing a light blue sweater and has curly hair. In the background, there is a poster of a man on a wall.""
}"
54602,/kaggle/input/facebook-hateful-meme-dataset/data/img/54602.png,1,when you just finished shooting a bunch of black kids but accidently killed a squirrel,"json
{
""caption_text"": ""When you just finished shooting a bunch of black kids but accidentally killed a squirrel"",
""description"": ""A meme featuring a police officer, a black dog, and two men. The caption humorously describes a situation where a police officer accidentally kills a squirrel while shooting at black kids.""
}"
86540,/kaggle/input/facebook-hateful-meme-dataset/data/img/86540.png,1,im going trans hunting,"json
{
""caption_text"": ""I'm going trans hunting"",
""description"": ""A cute brown and white dog is sitting on a blue rug. The dog is looking up at the camera with a smile on its face. The rug is placed on a wooden floor. The dog's position and expression suggest a playful and friendly demeanor. The phrase 'I'm going trans hunting' is written in white text at the bottom of the image, which is likely a reference to the dog's gender identity or a humorous statement about the dog's appearance.""
}"
61870,/kaggle/input/facebook-hateful-meme-dataset/data/img/61870.png,1,i have 5 genders no. you have a personality disorder,"json
{
""caption_text"": ""I have 5 genres. No, you have a personality disorder."",
""description"": ""A woman with long hair is sitting on a pink couch. She is wearing a red sweater and blue jeans. The text on the image is a play on words, suggesting that the woman has a personality disorder because she has five genres.""
}"
70519,/kaggle/input/facebook-hateful-meme-dataset/data/img/70519.png,0,when white folks announce the 2nd case of cured hiv patient but you were murdered for already doing it,"json
{
""caption_text"": ""when white toks announce the 2nd case of cured hiv patient but you were murdered for already doing it"",
""description"": ""The image is a meme featuring a pair of feet with a tag attached to one of the toes. The tag reads 'cured hiv patient'. The feet are positioned in a relaxed manner, with the toes pointing upwards. The background of the image is blurred, but it appears to be a room with a bed and a window. The text in the image is a play on words, suggesting that the person with the tag was 'murdered' for being a 'cured hiv patient'.""
}"
82076,/kaggle/input/facebook-hateful-meme-dataset/data/img/82076.png,0,when catnip got mixed with the turkey,"json
{
""caption_text"": ""When catnip got mixed with the turkey"",
""description"": ""A cat is sitting inside an oven with a turkey on the bottom rack. The cat is looking up at the camera with a surprised expression. The oven door is open, and the cat is peeking out from behind the turkey. The turkey is brown and appears to be raw. The oven is black and has a silver handle. The cat is white and gray with green eyes. The turkey is on the bottom rack of the oven. The cat is sitting on the top rack of the oven. The oven door is open. The cat is looking up at the camera. The turkey is on the bottom rack of the oven. The cat is sitting on the top rack of the oven. The oven door is open. The cat is looking up at the camera.""
}"
86452,/kaggle/input/facebook-hateful-meme-dataset/data/img/86452.png,0,pokes holes in friends' condoms mom gets pregnant,"json
{
""caption_text"": ""A boy with glasses smiles and says 'mom gets pregnant'"",
""description"": ""A young man with glasses is smiling and making a joke about his mother getting pregnant. He is wearing a green striped shirt. The image is a meme with a caption that reads 'pokes holes in friends' condoms'.""
}"
84965,/kaggle/input/facebook-hateful-meme-dataset/data/img/84965.png,1,"a tranny goes to profile opens inbox ""lemme suck your dick""","json
{
""caption_text"": ""a tranny goes to profile opens inbox"",
""description"": ""The image is a meme featuring two men. The upper portion of the image shows a man in a suit and tie speaking into a microphone. The lower portion of the image shows another man, dressed in a green shirt and tie, sitting at a desk with a laptop and a mouse in front of him. The text in the image reads 'a tranny goes to profile opens inbox' and 'femme suck your dick'.""
}"
15270,/kaggle/input/facebook-hateful-meme-dataset/data/img/15270.png,1,my sister died in a car accident she died reading a text i sent to her hit a tree if you hate niggers this is the text hit a tree if you hate niggers,"json
{
""caption_text"": ""my sister died in a car accident she died reading a text i sent to her hit a tree if you hate niggas this is the text"",
""description"": ""A woman is driving a car and looking at her phone. The text on the phone reads, 'my sister died in a car accident she died reading a text i sent to her hit a tree if you hate niggas this is the text'.""
}"
43971,/kaggle/input/facebook-hateful-meme-dataset/data/img/43971.png,1,that's black people for you what did you expect?,"json
{
""caption_text"": ""that's black people for you what did you expect?"",
""description"": ""A black and white photo of a man with a serious expression. The man is wearing a suit and tie. The image is overlaid with text that reads, 'that's black people for you what did you expect?'""
}"
74021,/kaggle/input/facebook-hateful-meme-dataset/data/img/74021.png,1,ever notice christians are horrible drivers?,"json
{
""caption_text"": ""ever notice christians are horrible drivers?"",
""description"": ""A meme featuring a car driving past a memorial with a tree and flowers. The caption humorously suggests that Christians are bad drivers. The image is a commentary on the stereotype that Christians are not good drivers.""
}"
59832,/kaggle/input/facebook-hateful-meme-dataset/data/img/59832.png,1,how black people became christians,"json
{
""caption_text"": ""how black people became christians"",
""description"": ""This is a black and white meme that humorously illustrates the historical transition of black people from being enslaved to becoming Christians. The meme features a group of people, dressed in colonial-era clothing, gathered around a man who is holding a Bible. The text above the group reads 'how black people became christians', indicating the central theme of the meme. The meme's humor lies in the juxtaposition of the historical context of slavery and the modern concept of Christianity. The black and white color scheme adds to the historical feel of the meme.""
}"
4695,/kaggle/input/facebook-hateful-meme-dataset/data/img/04695.png,1,when a badge and gun aren't enough to cope with your fragile senses of self worth and masculinity: roadhouse!,"json
{
""caption_text"": ""When a badge and gun aren't enough to cope with your fragile senses of self worth and masculinity: roadhouse!"",
""description"": ""A meme featuring a man in a police uniform holding a baton. The caption is a humorous reference to the movie 'Roadhouse'.""
}"
36204,/kaggle/input/facebook-hateful-meme-dataset/data/img/36204.png,1,when you finally headshot 150 black people,"json
{
""caption_text"": ""when you finally headshot 150"",
""description"": ""Two men, one wearing a police uniform and the other a medal, are standing in front of a yellow curtain. The man in the police uniform is looking at the man in the medal, who is looking directly at the camera. The man in the medal is wearing a medal around his neck. The text 'when you finally headshot 150' is overlaid on the image.""
}"
45730,/kaggle/input/facebook-hateful-meme-dataset/data/img/45730.png,1,the last thing a tr*nsexual sees before it gets sent to hell,"json
{
""caption_text"": ""the last thing a trnsxual sees before it gets sent to hell"",
""description"": ""A meme featuring a pair of red and white underwear with the text 'the last thing a trnsxual sees before it gets sent to hell' written in white text. The meme appears to be a humorous commentary on the concept of trnsxuality, suggesting that it is the last thing a trnsxual person sees before they are sent to hell.""
}"
97105,/kaggle/input/facebook-hateful-meme-dataset/data/img/97105.png,0,yes i'm trying to divide the country i'm dividing the illegals from the actual citizens,"json
{
""caption_text"": ""yes'm trying to divide the country'm dividing the illegals from the actual citizens"",
""description"": ""A meme featuring a man in a suit and red tie speaking into a microphone. The man is standing in front of an American flag. The meme contains a text overlay that reads 'yes'm trying to divide the country'm dividing the illegals from the actual citizens'. The meme seems to be making a political statement about illegal immigration and the division of citizens.""
}"
41678,/kaggle/input/facebook-hateful-meme-dataset/data/img/41678.png,0,democrats this is what they look like,"json
{
""caption_text"": ""This is what they look like"",
""description"": ""A group of politicians standing on a stage, with one of them waving. The stage is set with a blue curtain and a podium. The text in the image is a caption that reads 'This is what they look like'.""
}"
65708,/kaggle/input/facebook-hateful-meme-dataset/data/img/65708.png,0,i won a gift card for blockbuster,"json
{
""caption_text"": ""I won a gift card for blockbuster"",
""description"": ""A man and a woman are lying in bed. The man is wearing a white tank top and the woman is wearing a pink bra. They are both looking at the camera with expressions of disappointment. The background is white and there is a text overlay that reads 'I won a gift card for blockbuster'.""
}"
30245,/kaggle/input/facebook-hateful-meme-dataset/data/img/30245.png,1,when the special ed kid drops his penny,"json
{
""caption_text"": ""When the special ed kid drops his penny"",
""description"": ""The image portrays a cartoon monster with a large mouth, appearing to be in the act of spitting out a penny. The monster's eyes are wide open, and it has a tear running down its cheek. The background is a solid gray color. The text above the monster reads 'when the special ed kid drops his penny'.""
}"
87016,/kaggle/input/facebook-hateful-meme-dataset/data/img/87016.png,0,finally synthetic watermelon,"json
{
""caption_text"": ""A man stands on a cliff overlooking a valley with a sign that says 'finally synthetic watermelon'"",
""description"": ""A man stands on a cliff overlooking a valley with a sign that says 'finally synthetic watermelon'. The man is wearing a black shirt and pants. The valley below is lush and green, with rolling hills and fields. The sky above is a clear blue. The sign is white with black text. The man appears to be looking out over the valley.""
}"
95174,/kaggle/input/facebook-hateful-meme-dataset/data/img/95174.png,0,"we shouldn't just study civics in high school we should study other cars, too","json
{
""caption_text"": ""we shouldnt just study civics in high school we should study other cars too"",
""description"": ""A woman with a serious expression is looking off to the side. The background features a red, white, and blue flag. The text superimposed on the image reads, 'we shouldnt just study civics in high school we should study other cars too'.""
}"
90638,/kaggle/input/facebook-hateful-meme-dataset/data/img/90638.png,0,i think it's great when women succeed at work 'specially considering their disadvantage,"json
{
""caption_text"": ""I think it's great when women succeed, at work 'specially considering their disadvantage"",
""description"": ""A group of seven people, four men and three women, are standing in a line against a blue wall. They are all dressed in business attire. The text on the image reads 'I think it's great when women succeed, at work 'specially considering their disadvantage'.""
}"
17354,/kaggle/input/facebook-hateful-meme-dataset/data/img/17354.png,0,mlk giving a powerful speech,"json
{
""caption_text"": ""Martin Luther King Jr. giving a powerful speech"",
""description"": ""This is a black and white meme featuring Martin Luther King Jr. He is sitting in a chair with his right hand raised, giving the impression of a powerful speech. The background is a wooden wall with a window. The text 'mlk giving a powerful speech' is overlaid on the image.""
}"
42178,/kaggle/input/facebook-hateful-meme-dataset/data/img/42178.png,0,rohingya women protest on the rohingya crisis anniversary,"json
{
""caption_text"": ""rohingya women protest on the rohingya crisis anniversary"",
""description"": ""A group of women in black clothing are protesting on the anniversary of the Rohingya crisis. They are holding up signs and raising their hands in the air. The image is taken from a low angle, making the women appear larger and more imposing. The sky is overcast, casting a somber mood over the scene. The text in the image reads 'rohingya women protest on the rohingya crisis anniversary'.""
}"
3718,/kaggle/input/facebook-hateful-meme-dataset/data/img/03718.png,0,baaaa-utiful,"json
{
""caption_text"": ""A man with a white hat and a beard is smiling and laughing. He is wearing a blue shirt. Above him, there is a group of sheep. The sheep are white and black. The man is laughing and pointing at the sheep. The sheep are standing on a grassy field. The sky is blue and cloudy. The man is smiling and laughing. The sheep are standing on a grassy field. The sky is blue and cloudy."",
""description"": ""A man is laughing and pointing at a group of sheep. The man is wearing a blue shirt and a white hat. The sheep are white and black. The man is smiling and laughing. The sheep are standing on a grassy field. The sky is blue and cloudy.""
}"
43695,/kaggle/input/facebook-hateful-meme-dataset/data/img/43695.png,0,end gun violence now,"json
{
""caption_text"": ""An elderly woman sitting in a rocking chair with a sign that says 'end gun violence now'"",
""description"": ""An elderly woman is sitting in a rocking chair, wearing a white blazer and pants. She is smiling and looking directly at the camera. In front of her, there is a sign that reads 'end gun violence now'. The sign is white with black text. The background consists of a rocky cliff and a dirt road. The woman appears to be the only person in the image.""
}"
