id,img,label,text,description
59328,/kaggle/input/facebook-hateful-meme-dataset/data/img/59328.png,0,in 8 yrs i improved life for millions of illegal aliens every muslim terrorist group & basically everyone i could except the one country i was responsible for,"json
{
""caption_text"": ""in 8 yrs i improved life for millions of illegal aliens every muslim terrorist group i could except the one country i was responsible for"",
""description"": ""The image is a meme featuring a portrait of former US President Barack Obama. The portrait is set against a dark red background. The text in the image is in white and is written in a combination of English and Arabic. The text reads: 'in 8 yrs i improved life for millions of illegal aliens every muslim terrorist group i could except the one country i was responsible for'. The text suggests that Obama's policies were focused on improving the lives of illegal immigrants and Muslim terrorist groups, but he was not responsible for the one country he was responsible for.""
}"
58197,/kaggle/input/facebook-hateful-meme-dataset/data/img/58197.png,0,once you go black so does your face,"json
{
""caption_text"": ""Once you go black, so does your face."",
""description"": ""The image features a tanning bed with a black towel on it. The towel is positioned on the left side of the bed. The background of the image is a light blue color. The text in the image reads, 'Once you go black, so does your face.' This phrase is a play on words, suggesting that once someone has a darker skin tone, their face will also appear darker. The overall tone of the image is light-hearted and humorous.""
}"
40965,/kaggle/input/facebook-hateful-meme-dataset/data/img/40965.png,0,obama voters,"json
{
""caption_text"": ""Obama speaks to the crowd"",
""description"": ""A meme featuring former US President Barack Obama giving a speech to a crowd of people. The crowd is holding up their phones, likely recording the event. The meme is captioned with the phrase 'Obama voters'.""
}"
82697,/kaggle/input/facebook-hateful-meme-dataset/data/img/82697.png,1,when you catch your goat with another man ya done fucked up,"json
{
""caption_text"": ""When you catch your goat with another man ya done fucked up"",
""description"": ""A meme featuring a man in a blue shirt with his eyes covered by another man's hands. The text above him reads 'When you catch your goat with another man ya done fucked up'.""
}"
25467,/kaggle/input/facebook-hateful-meme-dataset/data/img/25467.png,1,when you dropped all the jewish kids off at the wrong camp,"json
{
""caption_text"": ""When you dropped all the jewish kids off at the wrong camp"",
""description"": ""A man is driving a bus with a caption overlaid on the image. The caption reads 'When you dropped all the jewish kids off at the wrong camp'. The man appears to be in control of the bus, suggesting he is the driver. The bus is in motion, as indicated by the blurred background. The man is wearing a striped shirt, which is the only visible clothing detail. The image does not provide any additional context or information beyond these elements.""
}"
48623,/kaggle/input/facebook-hateful-meme-dataset/data/img/48623.png,1,what is the difference between a hockey player and a feminist? a hockey player will shower after three periods,"json
{
""caption_text"": ""A hockey player will shower after three periods"",
""description"": ""A woman in a blue sweater stands with her hands on her hips, posing a question about the difference between a hockey player and a feminist. The text in the image reads, 'What is the difference between a hockey player and a feminist? A hockey player will shower after three periods.'""
}"
85710,/kaggle/input/facebook-hateful-meme-dataset/data/img/85710.png,0,trump derangement syndrome is real we can help! our skilled operators are standing by to take your phone-calls 1-800-you-lost let us help you get over it,"json
{
""caption_text"": ""trump derangement syndrome is real"",
""description"": ""A meme featuring a doctor with a stethoscope around his neck. The doctor is smiling and appears to be in a hospital setting. The meme contains a text overlay that reads 'trump derangement syndrome is real' and 'we can help our skilled operators are standing by to take your phone-calls 1-800-you-lost let us help you get over it'.""
}"
1264,/kaggle/input/facebook-hateful-meme-dataset/data/img/01264.png,0,you're a special kinda nuts aren't you?,"json
{
""caption_text"": ""you're a special kinda nuts aren't you?"",
""description"": ""A squirrel is sitting on a tree branch. The squirrel is looking up and appears to be making a funny face. The background is blurred, but it appears to be a forest. The text in the image is a play on words, suggesting that the squirrel is unique or special.""
}"
31847,/kaggle/input/facebook-hateful-meme-dataset/data/img/31847.png,1,"why not share! so i thought fuck it, anjem choudary wants this removed because he says it insults islam","json
{
""caption_text"": ""why not share? so i thought luck it, because he says it's unislamic."",
""description"": ""The image is a meme featuring two distinct photos. The top photo is a portrait of a man with a beard and glasses. He is wearing a blue suit and a red cap. The bottom photo is a close-up of a pink pig. The meme includes a text that reads 'because he says it's unislamic'. This suggests that the meme is making a humorous commentary on the man's decision not to share something, possibly due to religious beliefs.""
}"
85461,/kaggle/input/facebook-hateful-meme-dataset/data/img/85461.png,1,racing for pink slips in africa,"json
{
""caption_text"": ""racing for pink slips in africa"",
""description"": ""A group of people are having fun on a beach, with one person carrying another on their shoulders. They are all wearing plaid shorts. The background features a beach with a boat and a building. The text in the image reads 'racing for pink slips in africa'.""
}"
59046,/kaggle/input/facebook-hateful-meme-dataset/data/img/59046.png,1,i have no idea how to do your job but my book says you're doing it wrong,"json
{
""caption_text"": ""I have no idea how to do your job but my book says you're doing it wrong"",
""description"": ""A woman in a construction site is holding a clipboard and a pen. She is wearing a yellow vest and a white hard hat. The background of the image is a construction site with a white building and a tree. The woman is looking at the camera with a smile on her face. The image also contains a text that reads 'I have no idea how to do your job but my book says you're doing it wrong'.""
}"
51768,/kaggle/input/facebook-hateful-meme-dataset/data/img/51768.png,0,alright i'm going to let go now,"json
{
""caption_text"": ""alright i'm going to let go now"",
""description"": ""A woman and a man are riding bicycles on a road. The woman is in the foreground, wearing a striped shirt and a scarf. The man is in the background, wearing a black shirt. The road they are on is lined with houses and trees. The image also contains a text overlay that reads 'alright i'm going to let go now'.""
}"
36185,/kaggle/input/facebook-hateful-meme-dataset/data/img/36185.png,1,i told my gay friend that i can turn fruits in to vegetables and he told me to prove it so i pushed him off a balcony,"json
{
""caption_text"": ""I told my gay friend that, I can turn fruits in to vegetables and he told me to prove it. So I pushed him off a balcony."",
""description"": ""A meme featuring a man in a suit and sunglasses holding a sign that says 'Trump 2020'. The man is standing in front of a crowd of people and a sign that says 'Crime Will Not Pay'. The meme is captioned with a humorous statement about a conversation between the man and his friend.""
}"
76850,/kaggle/input/facebook-hateful-meme-dataset/data/img/76850.png,1,would you rather have a gay son or thug son,"json
{
""caption_text"": ""would you rather have a gay son or a thug son"",
""description"": ""The image is a meme featuring two photos of young men. The top photo shows a young man wearing a rainbow flag draped over his shoulders. The bottom photo shows another young man wearing a hoodie. The meme poses a question to the viewer, asking if they would rather have a gay son or a thug son. The text is in white and is superimposed over the images.""
}"
92154,/kaggle/input/facebook-hateful-meme-dataset/data/img/92154.png,1,what kind of punch can take out 20 kids and 6 adults? a sandy hook,"json
{
""caption_text"": ""What kind of punch can take out 20 kids and 6 adults? A sandy hook."",
""description"": ""The image features a close-up of a fist, with the phrase 'What kind of punch can take out 20 kids and 6 adults? A sandy hook' written in white text. The fist appears to be in a fighting stance, suggesting a powerful punch. The phrase is a play on words, with 'sandy hook' being a reference to the Sandy Hook Elementary School shooting in 2012, which resulted in the deaths of 26 people, including 20 children and 6 adults. The meme seems to be making a statement about the power of a punch, possibly suggesting that a powerful punch could have prevented such a tragic event.""
}"
59840,/kaggle/input/facebook-hateful-meme-dataset/data/img/59840.png,1,hunger games he's winning,"json
{
""caption_text"": ""hungry games he's winning"",
""description"": ""A meme of a malnourished child with a caption that reads 'hungry games he's winning'.""
}"
75192,/kaggle/input/facebook-hateful-meme-dataset/data/img/75192.png,0,we were known as hebrew israelites until slavery,"json
{
""caption_text"": ""We were, known as Hebrew Israelites until slavery"",
""description"": ""A meme featuring a group of people wearing white head coverings and black clothing. The text superimposed on the image reads 'We were, known as Hebrew Israelites until slavery'. This statement suggests a historical context related to the group's identity and their experiences of slavery.""
}"
87925,/kaggle/input/facebook-hateful-meme-dataset/data/img/87925.png,0,feeling cute lol might rs 67 camaro ca-mare-ohhhhhhhhh,"json
{
""caption_text"": ""feeling cute lol might rs 67 camaro ca-mare-ohhhh"",
""description"": ""A man with a beard and mustache is posing for a picture. He is wearing a black shirt and has his hands on his hips. The background is white. The text in the image is a play on words, combining the phrase 'feeling cute' with the make and model of a car. The man appears to be making a joke about the car, suggesting that he might be a fan of the car or is simply having a lighthearted moment.""
}"
84527,/kaggle/input/facebook-hateful-meme-dataset/data/img/84527.png,1,don't get me started about your tranny problems,"json
{
""caption_text"": ""don't get me started about your tranny problems"",
""description"": ""A woman with brown hair wearing a black dress. She is making a face and appears to be making a joke about someone's tranny problems. The background is blurred and indistinguishable.""
}"
9827,/kaggle/input/facebook-hateful-meme-dataset/data/img/09827.png,0,the enemy within linda sarsour ocasio-cortez ilhan omar rashida tlaib the enemy has infiltrated congress,"json
{
""caption_text"": ""the enemy within"",
""description"": ""The image is a meme featuring two women, one wearing a hijab and the other with a pink scarf. The background is a red square with a white hammer and sickle symbol. The text in the image reads 'the enemy within', 'india saroor', 'ocasio-cortez', 'ihan omar', and 'rasida taib'. The meme seems to be a political statement, possibly related to the women's names and the background symbol. However, without additional context, the exact meaning of the meme remains open to interpretation.""
}"
62391,/kaggle/input/facebook-hateful-meme-dataset/data/img/62391.png,0,"everyday i understand the phrase ""i'm getting too old for this shit"" on an even deeper level","json
{
""caption_text"": ""Everyday I understand the phrase 'I'm getting too old for this shit' on an even deeper level!"",
""description"": ""A meme featuring a man with a mustache and white hair. The man is wearing a black sweater and has a slight smile on his face. The background of the image is black with white text. The text reads 'Everyday I understand the phrase 'I'm getting too old for this shit' on an even deeper level!'. The man appears to be in his senior years and the phrase suggests that he is experiencing the challenges of aging. The meme seems to be a humorous way of expressing this sentiment.""
}"
18296,/kaggle/input/facebook-hateful-meme-dataset/data/img/18296.png,0,your milkshake brings all the tards to the yard,"json
{
""caption_text"": ""Your milkshake brings all the tards to the yard"",
""description"": ""A meme featuring a group of women in colorful dresses and a man in a blue shirt. The text in the image is a play on words, combining the phrase 'your milkshake brings all the boys to the yard' from the song 'Bohemian Rhapsody' by Queen with the phrase 'all the tards to the yard' which is a slang term for people with intellectual disabilities. The meme seems to be making a humorous reference to the original phrase, suggesting that the women in the image are so attractive that they can bring people with intellectual disabilities to the yard.""
}"
75931,/kaggle/input/facebook-hateful-meme-dataset/data/img/75931.png,1,it's not a hijab it's a diaper for people with shit for brains,"json
{
""caption_text"": ""It's not a hijab. It's a diaper for people with shit for brains."",
""description"": ""A woman wearing a black hijab and a black headscarf is looking off to the side. The image is overlaid with text that reads 'It's not a hijab. It's a diaper for people with shit for brains.' The text is in white and is located in the bottom left corner of the image.""
}"
3268,/kaggle/input/facebook-hateful-meme-dataset/data/img/03268.png,0,hey mom the goats asshole is inside out. what do?,"json
{
""caption_text"": ""hey mom the goats asshole is inside out. what do?"",
""description"": ""A meme featuring a woman and a child in a barn with a humorous caption.""
}"
54978,/kaggle/input/facebook-hateful-meme-dataset/data/img/54978.png,1,"black people started wearing their pants low, white people called it ""saggin."" spell saggin backwards.. those sneaky white people","json
{
""caption_text"": ""black people started wearing their pants low, white people called it saggin."",
""description"": ""A meme featuring a man in a tuxedo with a bow tie. The man is standing in front of a microphone, suggesting he is about to speak. The background is a gradient of blue and purple, providing a contrast to the man's dark suit. The text in the image is a statement about the history of sagging, a fashion trend among African American youth. The meme humorously implies that white people were unaware of this trend, calling it 'sagging' instead of its actual name. The overall tone of the meme is light-hearted and humorous, using the man's formal attire to contrast with the casual nature of the statement.""
}"
51802,/kaggle/input/facebook-hateful-meme-dataset/data/img/51802.png,1,yo dawg i heard you loved chinese food so we killed your cat,"json
{
""caption_text"": ""yo dawg i heard you loved chinese food so we killed your cat"",
""description"": ""A meme featuring a man with a smile on his face. The man is wearing a black shirt and has a silver chain around his neck. The meme is captioned with a humorous statement about Chinese food. The man's smile and the caption suggest a lighthearted tone. The meme does not contain any other objects or people.""
}"
35602,/kaggle/input/facebook-hateful-meme-dataset/data/img/35602.png,1,"""we asked 100 normal people what do you associate with islam?"" terrorism 28 paedophilia 25 hate preaching 20 unwelcome invaders 10 excessive breeders 7 goat fuckers 5 i think the missing answer is peace? if it's there i'll give you money myself","json
{
""caption_text"": ""We asked 100 normal people what do you associate with Islam?"",
""description"": ""A meme showing a man and two women on a game show set. The man is holding a microphone and asking a question to the audience. The question is about Islam and the audience's response is displayed on the screen. The meme is captioned with a humorous statement about the audience's response.""
}"
1492,/kaggle/input/facebook-hateful-meme-dataset/data/img/01492.png,0,i don't like the sun so i wear a visor,"json
{
""caption_text"": ""I don't like the sun so I wear a visor"",
""description"": ""A woman in a black bikini stands on a beach, wearing a pink visor. She is smiling and looking directly at the camera. The background of the image features the ocean and the sky. The text in the image reads 'I don't like the sun so I wear a visor'.""
}"
13865,/kaggle/input/facebook-hateful-meme-dataset/data/img/13865.png,1,getting stoned in america can be expensive in my country it is free for everyone,"json
{
""caption_text"": ""Getting stoned in America can be expensive in my country it is free for everyone"",
""description"": ""A man in a white robe with a beard is making a finger gun gesture. The background is dark. The man is saying that getting stoned in America is expensive, but in his country, it is free for everyone.""
}"
37051,/kaggle/input/facebook-hateful-meme-dataset/data/img/37051.png,0,he told me he was a democrat i asked if i could borrow a tampon,"json
{
""caption_text"": ""he told me he was a democrat i asked if i could borrow a tampon"",
""description"": ""Two women are laughing together, one of them is holding a tampon. The caption above them reads, 'he told me he was a democrat i asked if i could borrow a tampon'.""
}"
13960,/kaggle/input/facebook-hateful-meme-dataset/data/img/13960.png,1,we want sharia law !! well.... go home,"json
{
""caption_text"": ""we want sharia law!!"",
""description"": ""The image is a meme featuring two men. The man in the top half of the image is making a fist and appears to be shouting. The man in the bottom half of the image is sitting down and appears to be making a peace sign. The meme has a text overlay that reads 'well... go home'. The meme seems to be making a statement about the desire for sharia law.""
}"
61234,/kaggle/input/facebook-hateful-meme-dataset/data/img/61234.png,0,i could have annihilated all of them but i left some of them alive so you will know why i was killing them,"json
{
""caption_text"": ""I could have annihilated all of them, but I left some of them alive so you will know why I was killing them"",
""description"": ""A woman in a green shirt and an apron is holding a large red knife. The background is blue. The woman is saying that she could have killed all of them, but she left some alive so you would know why she was killing them.""
}"
79205,/kaggle/input/facebook-hateful-meme-dataset/data/img/79205.png,0,i am never drinking with you fuckers ever again!,"json
{
""caption_text"": ""I am never drinking with you fuckers ever again!"",
""description"": ""A bulldog with a serious expression on its face, standing on all fours. The bulldog is looking directly at the camera. The background is a plain white color. The bulldog's expression and the text in the image suggest a strong displeasure or disinterest in the viewer.""
}"
7456,/kaggle/input/facebook-hateful-meme-dataset/data/img/07456.png,1,"domestic violence 2017 what level you on now? this chicken is cold,bitch!!","json
{
""caption_text"": ""This chicken is cold, butch!"",
""description"": ""A meme with two photos. The top photo shows a man wearing a blue shirt and yellow pants, holding a chicken. The bottom photo shows a man wearing a white hat and a woman wearing a black hijab, with the woman covering her eyes. The meme seems to be a play on words, combining the phrase 'this chicken is cold, butch!' with the phrase 'what level are you on now?'. The man in the top photo appears to be at a higher level, while the man in the bottom photo seems to be at a lower level.""
}"
57162,/kaggle/input/facebook-hateful-meme-dataset/data/img/57162.png,1,safe sex isis style,"json
{
""caption_text"": ""A sheep is laying down in a pen. The words 'safe sex' and 'isis style' are superimposed on the image."",
""description"": ""The image features a sheep in a pen, with the words 'safe sex' and 'isis style' overlaid on it. The sheep appears to be resting or sleeping, and the words suggest a humorous or ironic juxtaposition of the sheep's innocent demeanor with the serious or controversial topic of 'safe sex' and 'isis style'.""
}"
6847,/kaggle/input/facebook-hateful-meme-dataset/data/img/06847.png,0,matte black gloss black,"json
{
""caption_text"": ""Two different shades of black"",
""description"": ""The image presents two distinct shades of black, glossy and matte. The top half of the image is a solid black color, representing the matte black shade. The bottom half of the image is a darker shade of black, depicting the glossy black shade. The two shades are separated by a thin white line, creating a clear distinction between the two.""
}"
41298,/kaggle/input/facebook-hateful-meme-dataset/data/img/41298.png,1,shitters clogged,"json
{
""caption_text"": ""shitters clogged"",
""description"": ""A meme featuring a young boy with a dirty face and hair. The boy is looking upwards and to the left. The background is a gray gradient. The meme appears to be a play on words, combining the words 'shitters' and 'clogged' to create a humorous or satirical message.""
}"
91436,/kaggle/input/facebook-hateful-meme-dataset/data/img/91436.png,0,either this works or i'm screwed,"json
{
""caption_text"": ""either this works or i'm screwed"",
""description"": ""A man is holding a glass of water and a pill in his hands. The text on the image reads either this works or i'm screwed, suggesting a humorous or ironic situation.""
}"
48306,/kaggle/input/facebook-hateful-meme-dataset/data/img/48306.png,0,cracking open a sold one with the boys,"json
{
""caption_text"": ""cracking open a sold one with the boys"",
""description"": ""A man is pointing a gun at a person wearing a beanie. The person is looking away from the camera. The man is wearing a suit and a beard. The background is a plain beige color. The text is in white and is located at the top and bottom of the image.""
}"
86104,/kaggle/input/facebook-hateful-meme-dataset/data/img/86104.png,1,playboy offered her a million dollars to pose nude nat geo offered her the same,"json
{
""caption_text"": ""playboy offered her a million dollars to pose nude"",
""description"": ""The meme features two women, one with dark hair and the other with blonde hair. The text in the image reads 'playboy offered her a million dollars to pose nude' and 'offered her the same'. The meme seems to be making a statement about the women's experiences with Playboy magazine.""
}"
91372,/kaggle/input/facebook-hateful-meme-dataset/data/img/91372.png,1,when you're muslim but you have oil,"json
{
""caption_text"": ""when you're muslim but you have oil"",
""description"": ""Two men shaking hands in front of flags. The man on the left is wearing a white robe and a red and white checkered headscarf. The man on the right is wearing a suit and a red tie. The background consists of multiple flags, including those of the United States, China, and Saudi Arabia. The text in the image is a humorous statement about the relationship between Muslims and oil.""
}"
97436,/kaggle/input/facebook-hateful-meme-dataset/data/img/97436.png,1,"we will take over politically, oust the constitution establish sharia law, and behead all non- muslims, right in the streets of america","json
{
""caption_text"": ""We will take over politically. Outst the constitution e establish sharia law, and behead all non - muslims right in the streets of America."",
""description"": ""A man wearing a white turban and glasses is speaking at a podium. The text in the image is a quote from him, suggesting that he wants to establish sharia law and behead non-muslims in the streets of America. The man appears to be the leader of a political movement, as indicated by the phrase 'we will take over politically'.""
}"
65140,/kaggle/input/facebook-hateful-meme-dataset/data/img/65140.png,0,those fucking idiots,"json
{
""caption_text"": ""A man with his hands clasped and the words 'those fucking idiots' written above him."",
""description"": ""A man with his hands clasped and the words 'those fucking idiots' written above him.""
}"
9875,/kaggle/input/facebook-hateful-meme-dataset/data/img/09875.png,0,i see dickheads everywhere they don't even know they're dickheads,"json
{
""caption_text"": ""I see dickheads everywhere they don't even know they're dickheads"",
""description"": ""A meme of a young boy with his mouth open, appearing to be in distress. The boy is lying on a bed with white sheets. The meme has a text overlay that reads, 'I see dickheads everywhere they don't even know they're dickheads'.""
}"
98574,/kaggle/input/facebook-hateful-meme-dataset/data/img/98574.png,0,blasts meme and parody pages shares posts from the babylon bee,"json
{
""caption_text"": ""A boy with a blue bracelet on his teeth and a surprised expression on his face. The background is gray. The text says 'blasts meme and parody pages shares posts from the babylon bee'"",
""description"": ""A meme featuring a young boy with a blue bracelet on his teeth, wearing a surprised expression. The background is gray. The text is in white and reads 'blasts meme and parody pages shares posts from the babylon bee'. The boy appears to be the main subject of the meme, with the text providing context and possibly indicating the source of the meme or the intended audience.""
}"
49682,/kaggle/input/facebook-hateful-meme-dataset/data/img/49682.png,1,muslim men :thinking about jannah,"json
{
""caption_text"": ""muslim men thinking about jannah"",
""description"": ""A man in a suit and glasses is pulling up his pants. The image is a meme with the caption 'muslim men thinking about jannah'.""
}"
83056,/kaggle/input/facebook-hateful-meme-dataset/data/img/83056.png,1,sea monkeys,"json
{
""caption_text"": ""Two girls in the ocean smiling and laughing"",
""description"": ""Two young girls are swimming in the ocean, smiling and laughing. They are wearing swimsuits and are surrounded by waves. The ocean is a dark blue color, and the sky is a light blue color. The girls are in the center of the image, with the waves to their left and right. The sky is in the background of the image. The girls appear to be having a good time, enjoying their time in the ocean.""
}"
46138,/kaggle/input/facebook-hateful-meme-dataset/data/img/46138.png,1,"they had us in the first half, not gonna lie honey, having a small dick is not a big deal i know it darling, but i'd prefer if you did not have any","json
{
""caption_text"": ""They had us in the first half. not gonna lie, having a small dick is not a big deal. I know it daring, but I'd prefer if you didn't have any."",
""description"": ""A meme featuring a man and a woman sitting next to each other. The man is holding his head with his hand, while the woman is looking at him. The meme contains a text that reads, 'They had us in the first half. not gonna lie, having a small dick is not a big deal. I know it daring, but I'd prefer if you didn't have any'.""
}"
37862,/kaggle/input/facebook-hateful-meme-dataset/data/img/37862.png,1,her: you must be retarded if you think we fucking me:,"json
{
""caption_text"": ""her: you must be retarded if you think we're fucking me:"",
""description"": ""A meme featuring a man and a woman sitting on a bench. The woman is laughing and the man is holding a cell phone. The text above them reads 'her: you must be retarded if you think we're fucking me:'. The meme appears to be a humorous interaction between the two characters, with the woman playfully teasing the man about their relationship.""
}"
48192,/kaggle/input/facebook-hateful-meme-dataset/data/img/48192.png,1,white people cracker power the only race you can legally discriminate against!,"json
{
""caption_text"": ""A meme with a black fist and a cracker box with the words 'cracker power' on it. The words 'white people' and 'the only race you can' are also present. The meme is associated with the website 'equalityuser.com/fight-white-supremacy'.""
""description"": ""This meme is a satirical commentary on the concept of 'cracker power' as a form of white supremacy. The image features a black fist, a symbol of resistance and solidarity, juxtaposed with a cracker box, a symbol of white privilege. The words 'white people' and 'the only race you can' further emphasize the meme's critique of white supremacy. The meme is associated with the website 'equalityuser.com/fight-white-supremacy', which promotes anti-racist activism and challenges white supremacist ideologies.""
}"
37182,/kaggle/input/facebook-hateful-meme-dataset/data/img/37182.png,1,i may be blind but at least i'm not black,"json
{
""caption_text"": ""i may be blind but at least i'm not black"",
""description"": ""A meme featuring a man wearing sunglasses and a red shirt. The text in the image is a play on words, suggesting that despite being visually impaired, the man is still considered 'black' in a racial context. The meme is likely intended to be humorous, as it uses a serious issue to make a lighthearted joke.""
}"
82461,/kaggle/input/facebook-hateful-meme-dataset/data/img/82461.png,1,i hate when i see a black out in my neighborhood but i still offer my neighbors a candle,"json
{
""caption_text"": ""I hate when I see a black out in my neighborhood but I still offer my neighbors a candle"",
""description"": ""This black and white meme features a group of people dressed in white robes and hoods, reminiscent of the Ku Klux Klan. They are holding a large American flag, which is positioned in the center of the image. The text in the image reads, 'I hate when I see a black out in my neighborhood but I still offer my neighbors a candle'. This statement seems to be a play on words, suggesting that despite the racist attire of the individuals, they are still willing to offer a 'candle' of support to their neighbors. The meme is in black and white, which adds to the starkness of the image and the message it conveys.""
}"
23715,/kaggle/input/facebook-hateful-meme-dataset/data/img/23715.png,1,this is my wife and it is 100 percent legal under sharia law that is a fact coming to a city near you,"json
{
""caption_text"": ""This is my wife and it's 100 percent legal under sharia law that is a fact coming to a city near you"",
""description"": ""The image features a man and a young girl sitting on a couch. The man is wearing a blue shirt and a white cap. The text in the image is a statement about sharia law. The statement suggests that the man's wife is legally allowed under sharia law, and that this law is coming to a city near the viewer.""
}"
18673,/kaggle/input/facebook-hateful-meme-dataset/data/img/18673.png,0,how to remember kid in hot car keep 2nd road beer with them,"json
{
""caption_text"": ""how to remember will not car keep 2nd road beer with them"",
""description"": ""A young boy is holding a glass of beer in his right hand. He is wearing a gray shirt. The background features a striped curtain and a lamp. The boy is smiling and appears to be enjoying the beer.""
}"
86203,/kaggle/input/facebook-hateful-meme-dataset/data/img/86203.png,0,just waterin' the dirt,"json
{
""caption_text"": ""A boy spraying a dog with a hose in the mud"",
""description"": ""A young boy is seen spraying a black and brown dog with a hose in a muddy field. The boy is wearing a blue jacket and red shoes. The dog is standing on the muddy ground, and the boy is holding the hose in his right hand. The text in the image reads 'just waterin' the dirt'.""
}"
93618,/kaggle/input/facebook-hateful-meme-dataset/data/img/93618.png,0,a mothers love is like no other,"json
{
""caption_text"": ""a mothers love is like no other"",
""description"": ""A man sitting in a stadium with his hands up, expressing his excitement and love for his mother. The image conveys the strong bond and affection that a mother has for her child, emphasizing that it is unique and unparalleled.""
}"
75308,/kaggle/input/facebook-hateful-meme-dataset/data/img/75308.png,1,if homosexuality is genetic how does that get passed on?,"json
{
""caption_text"": ""if homosexuality is genetic how does that get passed on?"",
""description"": ""A black and white meme featuring a man with a mustache and curly hair, wearing a suit and tie. The man is sitting at a desk with a curtain in the background. The meme contains a humorous question about the genetic transmission of homosexuality.""
}"
21056,/kaggle/input/facebook-hateful-meme-dataset/data/img/21056.png,0,how dark is your humor? me:,"json
{
""caption_text"": ""how dark is your humor? me:"",
""description"": ""A black and white meme featuring a person wearing a black lace veil. The person's face is obscured by the veil, and the background is black. The text above the person's head reads 'how dark is your humor?', and below their head reads 'me:'. The meme seems to be a humorous commentary on humor, suggesting that the person's humor is dark.""
}"
61204,/kaggle/input/facebook-hateful-meme-dataset/data/img/61204.png,0,greetings tranny time to die,"json
{
""caption_text"": ""A man sitting in a chair holding a dog and a cell phone. The man is wearing glasses and a gray shirt. The dog is white. The man is looking at the cell phone. The caption reads 'greetings tranny time to die'."",
""description"": ""A man is sitting in a chair holding a white dog in his lap and a cell phone. He is wearing a gray shirt and glasses. The dog is looking at the camera. The man is looking at the cell phone. The caption is a play on words, suggesting that the man is a transgender individual and the time has come for them to die. The meme is likely intended to be humorous or satirical.""
}"
30247,/kaggle/input/facebook-hateful-meme-dataset/data/img/30247.png,0,broken chair,"json
{
""caption_text"": ""A broken chair with a black leather seat and metal legs."",
""description"": ""The image features a black leather office chair with a broken armrest. The chair is positioned at a slight angle, with the armrest resting on the seat. The chair has five metal legs, two on each side, providing stability. The background is a stark white, which contrasts with the black leather and metal, making the chair the focal point of the image. The text 'broken chair' is visible, reinforcing the theme of the image.""
}"
34875,/kaggle/input/facebook-hateful-meme-dataset/data/img/34875.png,0,when you told her you was going to fuck her till she was stupid,"json
{
""caption_text"": ""When you told her you was going to fuck her till she was stupid"",
""description"": ""A woman with blonde hair is making a surprised face. The background is a gray building. The text in the image is a caption that reads, 'When you told her you was going to fuck her till she was stupid'.""
}"
86123,/kaggle/input/facebook-hateful-meme-dataset/data/img/86123.png,0,is your girlfriend hot like me?,"json
{
""caption_text"": ""Is your girlfriend hot like me?"",
""description"": ""A woman in a black dress and high heels is sitting in a car, holding a cigarette in her hand. The image is overlaid with a text that reads, 'Is your girlfriend hot like me?'""
}"
85204,/kaggle/input/facebook-hateful-meme-dataset/data/img/85204.png,0,that feeling you get when people from the uk start talking shit,"json
{
""caption_text"": ""that feeling you get when people from the UK start talking shit"",
""description"": ""A meme featuring a man in a suit and tie with his fists clenched, conveying a sense of frustration or annoyance. The text in the image reads 'that feeling you get when people from the UK start talking shit', suggesting that the man is expressing his irritation towards people from the United Kingdom. The meme seems to be a play on words, using the phrase 'that feeling' to refer to the emotional response of frustration or annoyance, and 'start talking shit' to imply that the man is fed up with the behavior of people from the UK.""
}"
95108,/kaggle/input/facebook-hateful-meme-dataset/data/img/95108.png,0,went gay clubbing with some friends turns out out they were expecting something very different,"json
{
""caption_text"": ""went gay clubbing with some friends turns out they were expecting something very different"",
""description"": ""A meme capturing a moment at a gay club. The image is blurred, suggesting movement and energy. The main focus is on a group of people, their faces turned towards the camera, their arms raised in the air. They are dressed in a variety of styles, suggesting a diverse crowd. The background is dark, with the only source of light coming from the right side of the image. This light illuminates the faces of the people, making them the central point of interest. The text in the image reads 'went gay clubbing with some friends turns out they were expecting something very different', indicating a humorous twist to the scene.""
}"
46238,/kaggle/input/facebook-hateful-meme-dataset/data/img/46238.png,0,one does not simply believe it's not butter,"json
{
""caption_text"": ""one does not simply believe it's not butter"",
""description"": ""A meme featuring a person holding a piece of bread in their hands. The person's hands are covered in butter, and the bread appears to be buttered. The meme is captioned with a humorous twist on the famous quote from The Lord of the Rings, 'One does not simply walk into Mordor.', suggesting that the person is not simply eating bread, but is instead engaging in a complex and difficult task. The meme is likely intended to be humorous and light-hearted, rather than conveying a serious message.""
}"
71506,/kaggle/input/facebook-hateful-meme-dataset/data/img/71506.png,0,knock knock. who's there? your parent! now open up this damn door,"json
{
""caption_text"": ""A man in a suit is opening a red door. The caption reads, 'knock knock. Who's there? Your parent! Now open up this damn door.'"",
""description"": ""The image is a meme featuring a man dressed in a suit, who is in the process of opening a red door. The door is labeled with the caption, 'knock knock. Who's there? Your parent! Now open up this damn door.' The meme seems to be a playful reference to the classic knock-knock joke, with the punchline being a humorous request to open the door.""
}"
